"PMID","First.author","Year","Record.no","Group.ID","Group.name","Vaccinated_cases","Vaccinated_controls","Unvaccinated_cases","Unvaccinated_controls","VE","VE_ll","VE_ul","Severity","Time","Vaccination.type","Variant","Exposed_age","logRR"
36413551,"K. F. Nielsen",2022,19,"C","2*mRNA",3195,1189.79,24002,7712.27,14,10,17,"Mild infection",178.5,"2*mRNA","Omicron","Adults",-0.150822889734584
34953607,"E. Poukka",2022,1,"A","2*Adenovirus vector",5,37,3874,2066,89,73,95,"Mild infection",52,"Primary series viral vector","Mixture of variants","All",-2.20727491318972
34953607,"E. Poukka",2022,2,"A","2*Adenovirus vector",5,38,3874,2066,63,-166,95,"Mild infection",135.5,"Primary series viral vector","Mixture of variants","All",-0.994252273343867
34953607,"E. Poukka",2022,3,"B","2*mRNA",162,326,3874,2066,82,79,85,"Mild infection",52,"2*mRNA","Mixture of variants","All",-1.71479842809193
34953607,"E. Poukka",2022,4,"B","2*mRNA",168,377,3874,2066,62,55,68,"Mild infection",135.5,"2*mRNA","Mixture of variants","All",-0.967584026261706
34953607,"E. Poukka",2022,6,"C","1*Adenovirus vector+1*mRNA",38,144,3874,2066,80,72,86,"Mild infection",52,"Heterologous primary series","Mixture of variants","All",-1.6094379124341
34953607,"E. Poukka",2022,7,"C","1*Adenovirus vector+1*mRNA",11,180,3874,2066,62,30,79,"Mild infection",135.5,"Heterologous primary series","Mixture of variants","All",-0.967584026261706
34953607,"E. Poukka",2022,8,"B1","2*mRNA",5,2,220,198,99,97,100,"Severe",52,"2*mRNA","Mixture of variants","All",-4.60517018598809
34953607,"E. Poukka",2022,9,"B1","2*mRNA",5,3,220,198,98,91,99,"Severe",135.5,"2*mRNA","Mixture of variants","All",-3.91202300542815
35858698,"E. M. F. Horne",2022,1,"A","2*BNT162b2(>=65y)",105,63663,133,10930,81,73,87,"Mild infection",34.5,"2*mRNA","Mixture of variants","Elderly",-1.66073120682165
35858698,"E. M. F. Horne",2022,2,"A","2*BNT162b2(>=65y)",322,63727,231,10181,65,56,72,"Mild infection",62.5,"2*mRNA","Mixture of variants","Elderly",-1.04982212449868
35858698,"E. M. F. Horne",2022,3,"A","2*BNT162b2(>=65y)",1078,63545,420,9603,59,53,65,"Mild infection",90.5,"2*mRNA","Mixture of variants","Elderly",-0.891598119283784
35858698,"E. M. F. Horne",2022,4,"A","2*BNT162b2(>=65y)",2275,63277,581,9318,44,36,50,"Mild infection",118.5,"2*mRNA","Mixture of variants","Elderly",-0.579818495252942
35858698,"E. M. F. Horne",2022,5,"A","2*BNT162b2(>=65y)",3073,62920,574,8974,34,26,42,"Mild infection",146.5,"2*mRNA","Mixture of variants","Elderly",-0.415515443961666
35858698,"E. M. F. Horne",2022,6,"A","2*BNT162b2(>=65y)",4123,62468,609,8810,13,3,22,"Mild infection",174.5,"2*mRNA","Mixture of variants","Elderly",-0.139262067333508
35858698,"E. M. F. Horne",2022,7,"B","2*ChAdOx1(>=65y)",252,84070,133,10930,57,42,68,"Mild infection",34.5,"Primary series viral vector","Mixture of variants","Elderly",-0.843970070294529
35858698,"E. M. F. Horne",2022,8,"B","2*ChAdOx1(>=65y)",1197,83891,231,10181,30,16,41,"Mild infection",62.5,"Primary series viral vector","Mixture of variants","Elderly",-0.356674943938732
35858698,"E. M. F. Horne",2022,9,"B","2*ChAdOx1(>=65y)",3374,83573,420,9603,30,20,38,"Mild infection",90.5,"Primary series viral vector","Mixture of variants","Elderly",-0.356674943938732
35858698,"E. M. F. Horne",2022,10,"B","2*ChAdOx1(>=65y)",5411,83082,581,9318,18,9,27,"Mild infection",118.5,"Primary series viral vector","Mixture of variants","Elderly",-0.198450938723838
35858698,"E. M. F. Horne",2022,11,"B","2*ChAdOx1(>=65y)",6433,82462,574,8974,0,-11,10,"Mild infection",146.5,"Primary series viral vector","Mixture of variants","Elderly",0
35858698,"E. M. F. Horne",2022,12,"B","2*ChAdOx1(>=65y)",8799,81683,609,8810,-23,-36,-11,"Mild infection",174.5,"Primary series viral vector","Mixture of variants","Elderly",0.207014169384326
35858698,"E. M. F. Horne",2022,13,"A1","2*BNT162b2(>=65y)",28,63672,77,10935,92,87,95,"Severe",34.5,"2*mRNA","Mixture of variants","Elderly",-2.52572864430826
35858698,"E. M. F. Horne",2022,14,"A1","2*BNT162b2(>=65y)",35,63747,112,10191,93,89,96,"Severe",62.5,"2*mRNA","Mixture of variants","Elderly",-2.65926003693278
35858698,"E. M. F. Horne",2022,15,"A1","2*BNT162b2(>=65y)",119,63610,196,9625,91,88,93,"Severe",90.5,"2*mRNA","Mixture of variants","Elderly",-2.40794560865187
35858698,"E. M. F. Horne",2022,16,"A1","2*BNT162b2(>=65y)",301,63449,315,9358,87,84,90,"Severe",118.5,"2*mRNA","Mixture of variants","Elderly",-2.04022082852655
35858698,"E. M. F. Horne",2022,17,"A1","2*BNT162b2(>=65y)",413,63274,322,9028,85,81,88,"Severe",146.5,"2*mRNA","Mixture of variants","Elderly",-1.89711998488588
35858698,"E. M. F. Horne",2022,18,"A1","2*BNT162b2(>=65y)",574,63047,336,8884,80,75,83,"Severe",174.5,"2*mRNA","Mixture of variants","Elderly",-1.6094379124341
35858698,"E. M. F. Horne",2022,19,"B1","2*ChAdOx1(>=65y)",42,84088,77,10935,87,77,92,"Severe",34.5,"Primary series viral vector","Mixture of variants","Elderly",-2.04022082852655
35858698,"E. M. F. Horne",2022,20,"B1","2*ChAdOx1(>=65y)",91,83948,112,10191,89,85,93,"Severe",62.5,"Primary series viral vector","Mixture of variants","Elderly",-2.20727491318972
35858698,"E. M. F. Horne",2022,21,"B1","2*ChAdOx1(>=65y)",336,83784,196,9625,91,89,93,"Severe",90.5,"Primary series viral vector","Mixture of variants","Elderly",-2.40794560865187
35858698,"E. M. F. Horne",2022,22,"B1","2*ChAdOx1(>=65y)",595,83591,315,9358,82,78,85,"Severe",118.5,"Primary series viral vector","Mixture of variants","Elderly",-1.71479842809193
35858698,"E. M. F. Horne",2022,23,"B1","2*ChAdOx1(>=65y)",756,83382,322,9028,79,74,82,"Severe",146.5,"Primary series viral vector","Mixture of variants","Elderly",-1.56064774826467
35858698,"E. M. F. Horne",2022,24,"B1","2*ChAdOx1(>=65y)",833,83089,336,8884,75,71,79,"Severe",174.5,"Primary series viral vector","Mixture of variants","Elderly",-1.38629436111989
35858698,"E. M. F. Horne",2022,25,"A2","2*BNT162b2(>=65y)",7,63675,28,10943,98,93,99,"Death",34.5,"2*mRNA","Mixture of variants","Elderly",-3.91202300542815
35858698,"E. M. F. Horne",2022,26,"A2","2*BNT162b2(>=65y)",42,63471,63,9391,93,87,96,"Death",118.5,"2*mRNA","Mixture of variants","Elderly",-2.65926003693278
35858698,"E. M. F. Horne",2022,27,"A2","2*BNT162b2(>=65y)",98,63318,98,9078,90,85,93,"Death",146.5,"2*mRNA","Mixture of variants","Elderly",-2.30258509299405
35858698,"E. M. F. Horne",2022,28,"A2","2*BNT162b2(>=65y)",112,63120,98,8950,88,83,92,"Death",174.5,"2*mRNA","Mixture of variants","Elderly",-2.12026353620009
35858698,"E. M. F. Horne",2022,29,"B2","2*ChAdOx1(>=65y)",7,83955,28,10201,96,91,98,"Death",62.5,"Primary series viral vector","Mixture of variants","Elderly",-3.2188758248682
35858698,"E. M. F. Horne",2022,30,"B2","2*ChAdOx1(>=65y)",84,83642,63,9391,89,82,93,"Death",118.5,"Primary series viral vector","Mixture of variants","Elderly",-2.20727491318972
35858698,"E. M. F. Horne",2022,31,"B2","2*ChAdOx1(>=65y)",133,83479,98,9078,89,84,92,"Death",146.5,"Primary series viral vector","Mixture of variants","Elderly",-2.20727491318972
35858698,"E. M. F. Horne",2022,32,"B2","2*ChAdOx1(>=65y)",126,83232,98,8950,85,79,89,"Death",174.5,"Primary series viral vector","Mixture of variants","Elderly",-1.89711998488588
35858698,"E. M. F. Horne",2022,27,"C","2*BNT162b2(40-64y)",98,63318,98,9078,73,69,80,"Mild infection",34.5,"2*mRNA","Mixture of variants","Adults",-1.30933331998376
35858698,"E. M. F. Horne",2022,28,"C","2*BNT162b2(40-64y)",112,63120,98,8950,55,49,59,"Mild infection",62.5,"2*mRNA","Mixture of variants","Adults",-0.798507696217772
35858698,"E. M. F. Horne",2022,29,"C","2*BNT162b2(40-64y)",7,83955,28,10201,25,18,32,"Mild infection",90.5,"2*mRNA","Mixture of variants","Adults",-0.287682072451781
35858698,"E. M. F. Horne",2022,30,"C","2*BNT162b2(40-64y)",84,83642,63,9391,5,-2,12,"Mild infection",118.5,"2*mRNA","Mixture of variants","Adults",-0.0512932943875506
35858698,"E. M. F. Horne",2022,31,"C","2*BNT162b2(40-64y)",133,83479,98,9078,-21,-29,-13,"Mild infection",146.5,"2*mRNA","Mixture of variants","Adults",0.19062035960865
35858698,"E. M. F. Horne",2022,32,"C","2*BNT162b2(40-64y)",126,83232,98,8950,-1,-14,10,"Mild infection",174.5,"2*mRNA","Mixture of variants","Adults",0.00995033085316809
35858698,"E. M. F. Horne",2022,33,"D","2*ChAdOx1(40-64y)",8890,112412,5880,47310,22,19,25,"Mild infection",34.5,"Primary series viral vector","Mixture of variants","Adults",-0.2484613592985
35858698,"E. M. F. Horne",2022,34,"D","2*ChAdOx1(40-64y)",13405,111385,5894,44260,7,3,10,"Mild infection",62.5,"Primary series viral vector","Mixture of variants","Adults",-0.0725706928348355
35858698,"E. M. F. Horne",2022,35,"D","2*ChAdOx1(40-64y)",17402,110123,5670,42524,-25,-30,-20,"Mild infection",90.5,"Primary series viral vector","Mixture of variants","Adults",0.22314355131421
35858698,"E. M. F. Horne",2022,36,"D","2*ChAdOx1(40-64y)",20356,108520,5747,40920,-54,-60,-49,"Mild infection",118.5,"Primary series viral vector","Mixture of variants","Adults",0.431782416425538
35858698,"E. M. F. Horne",2022,37,"D","2*ChAdOx1(40-64y)",28231,106037,5845,37144,-75,-81,-69,"Mild infection",146.5,"Primary series viral vector","Mixture of variants","Adults",0.559615787935423
35858698,"E. M. F. Horne",2022,38,"D","2*ChAdOx1(40-64y)",27006,88990,4228,24279,-86,-93,-79,"Mild infection",174.5,"Primary series viral vector","Mixture of variants","Adults",0.62057648772511
35858698,"E. M. F. Horne",2022,39,"D1","2*ChAdOx1(40-64y)",63,112968,532,47788,95,93,96,"Severe",34.5,"Primary series viral vector","Mixture of variants","Adults",-2.99573227355399
35858698,"E. M. F. Horne",2022,40,"D1","2*ChAdOx1(40-64y)",112,112827,588,45100,95,93,96,"Severe",62.5,"Primary series viral vector","Mixture of variants","Adults",-2.99573227355399
35858698,"E. M. F. Horne",2022,41,"D1","2*ChAdOx1(40-64y)",119,112690,560,43740,95,93,96,"Severe",90.5,"Primary series viral vector","Mixture of variants","Adults",-2.99573227355399
35858698,"E. M. F. Horne",2022,42,"D1","2*ChAdOx1(40-64y)",175,112546,504,42456,91,88,93,"Severe",118.5,"Primary series viral vector","Mixture of variants","Adults",-2.40794560865187
35858698,"E. M. F. Horne",2022,43,"D1","2*ChAdOx1(40-64y)",210,111778,504,38859,89,86,91,"Severe",146.5,"Primary series viral vector","Mixture of variants","Adults",-2.20727491318972
35858698,"E. M. F. Horne",2022,44,"D1","2*ChAdOx1(40-64y)",259,94855,378,25431,88,85,90,"Severe",174.5,"Primary series viral vector","Mixture of variants","Adults",-2.12026353620009
35858698,"E. M. F. Horne",2022,45,"D2","2*ChAdOx1(40-64y)",7,112710,35,43857,98,93,99,"Death",90.5,"Primary series viral vector","Mixture of variants","Adults",-3.91202300542815
35858698,"E. M. F. Horne",2022,46,"D2","2*ChAdOx1(40-64y)",7,112576,28,42603,96,91,99,"Death",118.5,"Primary series viral vector","Mixture of variants","Adults",-3.2188758248682
35858698,"E. M. F. Horne",2022,47,"D2","2*ChAdOx1(40-64y)",14,111822,42,39023,95,90,97,"Death",146.5,"Primary series viral vector","Mixture of variants","Adults",-2.99573227355399
35858698,"E. M. F. Horne",2022,48,"D2","2*ChAdOx1(40-64y)",21,94906,28,25559,90,78,96,"Death",174.5,"Primary series viral vector","Mixture of variants","Adults",-2.30258509299405
35858698,"E. M. F. Horne",2022,49,"E","2*BNT162b2(18-39y)",2688,52260,16331,100695,76,74,77,"Mild infection",28.5,"2*mRNA","Mixture of variants","Adults",-1.42711635564015
35858698,"E. M. F. Horne",2022,50,"E","2*BNT162b2(18-39y)",4053,51679,13783,94796,59,57,60,"Mild infection",56.5,"2*mRNA","Mixture of variants","Adults",-0.891598119283784
35858698,"E. M. F. Horne",2022,51,"E","2*BNT162b2(18-39y)",7217,50995,16142,89674,42,40,44,"Mild infection",84.5,"2*mRNA","Mixture of variants","Adults",-0.544727175441672
35858698,"E. M. F. Horne",2022,52,"E","2*BNT162b2(18-39y)",11669,40081,13475,63383,4,1,7,"Mild infection",112.5,"2*mRNA","Mixture of variants","Adults",-0.0408219945202552
35858698,"E. M. F. Horne",2022,53,"E","2*BNT162b2(18-39y)",6188,12089,5075,20555,-42,-49,-36,"Mild infection",140.5,"2*mRNA","Mixture of variants","Adults",0.350656871613169
35858698,"E. M. F. Horne",2022,54,"E","2*BNT162b2(18-39y)",35,45,154,517,-72,-168,-11,"Mild infection",168.5,"2*mRNA","Mixture of variants","Adults",0.542324290825362
35858698,"E. M. F. Horne",2022,55,"E1","2*BNT162b2(18-39y)",21,52714,749,103074,96,93,98,"Severe",28.5,"2*mRNA","Mixture of variants","Adults",-3.2188758248682
35858698,"E. M. F. Horne",2022,56,"E1","2*BNT162b2(18-39y)",28,52381,553,98086,91,86,94,"Severe",56.5,"2*mRNA","Mixture of variants","Adults",-2.40794560865187
35858698,"E. M. F. Horne",2022,57,"E1","2*BNT162b2(18-39y)",42,52103,539,93860,89,84,92,"Severe",84.5,"2*mRNA","Mixture of variants","Adults",-2.20727491318972
35858698,"E. M. F. Horne",2022,58,"E1","2*BNT162b2(18-39y)",35,41531,413,66955,90,85,93,"Severe",112.5,"2*mRNA","Mixture of variants","Adults",-2.30258509299405
35858698,"E. M. F. Horne",2022,59,"E1","2*BNT162b2(18-39y)",21,12835,147,21915,82,71,90,"Severe",140.5,"2*mRNA","Mixture of variants","Adults",-1.71479842809193
36048766,"M. A. Gram",2022,1,"A","2*mRNA(>=60y)",78,16797,4462,111191,90.7,88.2,92.7,"Mild infection",22,"2*mRNA","Alpha","Elderly",-2.37515578582888
36048766,"M. A. Gram",2022,2,"A","2*mRNA(>=60y)",144,16190,4462,111191,83.2,79.7,86.1,"Mild infection",45.5,"2*mRNA","Alpha","Elderly",-1.78379129957888
36048766,"M. A. Gram",2022,3,"A","2*mRNA(>=60y)",119,7274,4462,111191,73,66.8,78.1,"Mild infection",75.5,"2*mRNA","Alpha","Elderly",-1.30933331998376
36048766,"M. A. Gram",2022,4,"A","2*mRNA(>=60y)",49,3467,4462,111191,82.6,76.5,87.2,"Mild infection",105.5,"2*mRNA","Alpha","Elderly",-1.74869997976761
36048766,"M. A. Gram",2022,5,"A","2*mRNA(>=60y)",23,1445,4462,111191,73.2,57.1,83.3,"Mild infection",121,"2*mRNA","Alpha","Elderly",-1.31676829847128
36048766,"M. A. Gram",2022,6,"B","2*mRNA(12-59y)",1624,74050,43581,143400,92.2,91.8,92.6,"Mild infection",22,"2*mRNA","Delta","All",-2.55104645229255
36048766,"M. A. Gram",2022,7,"B","2*mRNA(12-59y)",3718,129640,43581,143400,88.1,87.7,88.5,"Mild infection",45.5,"2*mRNA","Delta","All",-2.12863178587061
36048766,"M. A. Gram",2022,8,"B","2*mRNA(12-59y)",7873,123574,43581,143400,80.8,80.2,81.2,"Mild infection",75.5,"2*mRNA","Delta","All",-1.65025990695436
36048766,"M. A. Gram",2022,9,"B","2*mRNA(12-59y)",14950,85887,43581,143400,72.2,71.5,72.8,"Mild infection",105.5,"2*mRNA","Delta","All",-1.2801341652915
36048766,"M. A. Gram",2022,10,"B","2*mRNA(12-59y)",10360,59184,43581,143400,64.8,63.9,65.8,"Mild infection",121,"2*mRNA","Delta","All",-1.04412410338404
36048766,"M. A. Gram",2022,11,"C","2*mRNA(>=60y)",59,6996,1113,6895,82.3,75.5,87.2,"Mild infection",22,"2*mRNA","Delta","Elderly",-1.73160554640831
36048766,"M. A. Gram",2022,12,"C","2*mRNA(>=60y)",393,21964,1113,6895,74.4,70.1,78.2,"Mild infection",45.5,"2*mRNA","Delta","Elderly",-1.36257783450257
36048766,"M. A. Gram",2022,13,"C","2*mRNA(>=60y)",687,34207,1113,6895,77.3,74.4,79.9,"Mild infection",75.5,"2*mRNA","Delta","Elderly",-1.48280526150073
36048766,"M. A. Gram",2022,14,"C","2*mRNA(>=60y)",1159,38465,1113,6895,69.6,66.5,72.4,"Mild infection",105.5,"2*mRNA","Delta","Elderly",-1.19072757757592
36048766,"M. A. Gram",2022,15,"C","2*mRNA(>=60y)",12198,92247,1113,6895,50,46.7,53,"Mild infection",121,"2*mRNA","Delta","Elderly",-0.693147180559945
36048766,"M. A. Gram",2022,16,"D","2*mRNA(12-59y)",8252,2147,96160,15470,40,38.6,41.3,"Mild infection",22,"2*mRNA","Omicron","All",-0.510825623765991
36048766,"M. A. Gram",2022,17,"D","2*mRNA(12-59y)",16502,3019,96160,15470,31.9,30.7,33,"Mild infection",45.5,"2*mRNA","Omicron","All",-0.384192972832625
36048766,"M. A. Gram",2022,18,"D","2*mRNA(12-59y)",9759,2158,96160,15470,32.3,30.9,33.7,"Mild infection",75.5,"2*mRNA","Omicron","All",-0.390084006069862
36048766,"M. A. Gram",2022,19,"D","2*mRNA(12-59y)",22911,7017,96160,15470,31.3,30.3,32.4,"Mild infection",105.5,"2*mRNA","Omicron","All",-0.375420986759788
36048766,"M. A. Gram",2022,20,"D","2*mRNA(12-59y)",276075,56890,96160,15470,12.6,12,13.3,"Mild infection",121,"2*mRNA","Omicron","All",-0.134674903326602
36048766,"M. A. Gram",2022,21,"E","2*mRNA(>=60y)",96,48,3351,1051,39.9,26.3,50.9,"Mild infection",22,"2*mRNA","Omicron","Elderly",-0.509160344446929
36048766,"M. A. Gram",2022,22,"E","2*mRNA(>=60y)",136,61,3351,1051,39,27.6,48.7,"Mild infection",45.5,"2*mRNA","Omicron","Elderly",-0.49429632181478
36048766,"M. A. Gram",2022,23,"E","2*mRNA(>=60y)",103,43,3351,1051,25.2,9,38.6,"Mild infection",75.5,"2*mRNA","Omicron","Elderly",-0.29035230100766
36048766,"M. A. Gram",2022,24,"E","2*mRNA(>=60y)",173,77,3351,1051,24,11.4,34.8,"Mild infection",105.5,"2*mRNA","Omicron","Elderly",-0.27443684570176
36048766,"M. A. Gram",2022,25,"E","2*mRNA(>=60y)",4722,1781,3351,1051,4.4,-0.1,8.7,"Mild infection",121,"2*mRNA","Omicron","Elderly",-0.0449973659307358
36048766,"M. A. Gram",2022,42,"A1","2*mRNA(>=60y)",4,16797,615,111191,98.1,94.7,99.3,"Severe",22,"2*mRNA","Alpha","Elderly",-3.9633162998157
36048766,"M. A. Gram",2022,43,"A1","2*mRNA(>=60y)",15,16190,615,111191,94,89.6,96.6,"Severe",45.5,"2*mRNA","Alpha","Elderly",-2.81341071676004
36048766,"M. A. Gram",2022,44,"A1","2*mRNA(>=60y)",19,7274,615,111191,86.5,77.4,91.9,"Severe",75.5,"2*mRNA","Alpha","Elderly",-2.00248050054371
36048766,"M. A. Gram",2022,45,"A1","2*mRNA(>=60y)",5,3467,615,111191,94,84.9,97.6,"Severe",105.5,"2*mRNA","Alpha","Elderly",-2.81341071676004
36048766,"M. A. Gram",2022,46,"A1","2*mRNA(>=60y)",1,1445,615,111191,96.5,73.4,99.5,"Severe",121,"2*mRNA","Alpha","Elderly",-3.35240721749272
36048766,"M. A. Gram",2022,47,"B1","2*mRNA(12-59y)",3,74050,724,143400,99.5,98.4,99.8,"Severe",22,"2*mRNA","Delta","All",-5.29831736654804
36048766,"M. A. Gram",2022,48,"B1","2*mRNA(12-59y)",7,129640,724,143400,99.4,98.7,99.7,"Severe",45.5,"2*mRNA","Delta","All",-5.1159958097541
36048766,"M. A. Gram",2022,49,"B1","2*mRNA(12-59y)",7,123574,724,143400,99.2,98.4,99.6,"Severe",75.5,"2*mRNA","Delta","All",-4.8283137373023
36048766,"M. A. Gram",2022,50,"B1","2*mRNA(12-59y)",25,85887,724,143400,97.9,96.9,98.6,"Severe",105.5,"2*mRNA","Delta","All",-3.86323284125872
36048766,"M. A. Gram",2022,51,"B1","2*mRNA(12-59y)",77,59184,724,143400,93.5,91.6,95,"Severe",121,"2*mRNA","Delta","All",-2.7333680090865
36048766,"M. A. Gram",2022,52,"C1","2*mRNA(>=60y)",0,6996,276,6895,99.5,99.5,99.5,"Severe",22,"2*mRNA","Delta","Elderly",-5.29831736654804
36048766,"M. A. Gram",2022,53,"C1","2*mRNA(>=60y)",8,21964,276,6895,97,94.3,98.3,"Severe",45.5,"2*mRNA","Delta","Elderly",-3.50655789731998
36048766,"M. A. Gram",2022,54,"C1","2*mRNA(>=60y)",18,34207,276,6895,97.2,95.8,98.1,"Severe",75.5,"2*mRNA","Delta","Elderly",-3.57555076880693
36048766,"M. A. Gram",2022,55,"C1","2*mRNA(>=60y)",32,38465,276,6895,96.7,95.4,97.6,"Severe",105.5,"2*mRNA","Delta","Elderly",-3.41124771751566
36048766,"M. A. Gram",2022,56,"C1","2*mRNA(>=60y)",738,92247,276,6895,87,85.1,88.7,"Severe",121,"2*mRNA","Delta","Elderly",-2.04022082852655
36048766,"M. A. Gram",2022,57,"D1","2*mRNA(12-59y)",1,2147,263,15470,96.2,72.9,99.5,"Severe",22,"2*mRNA","Omicron","All",-3.27016911925575
36048766,"M. A. Gram",2022,58,"D1","2*mRNA(12-59y)",8,3019,263,15470,79,57.5,89.6,"Severe",45.5,"2*mRNA","Omicron","All",-1.56064774826467
36048766,"M. A. Gram",2022,59,"D1","2*mRNA(12-59y)",8,2158,263,15470,70.5,40.3,85.5,"Severe",75.5,"2*mRNA","Omicron","All",-1.22077992264232
36048766,"M. A. Gram",2022,60,"D1","2*mRNA(12-59y)",11,7017,263,15470,85.8,73.8,92.3,"Severe",105.5,"2*mRNA","Omicron","All",-1.95192822138088
36048766,"M. A. Gram",2022,61,"D1","2*mRNA(12-59y)",168,56890,263,15470,77.6,72.6,81.6,"Severe",121,"2*mRNA","Omicron","All",-1.4961092271271
36103455,"S. Collie",2022,1,"A","2*BNT162b2",11,191,1931,5896,80.3,62.8,89.5,"Severe",20.5,"2*mRNA","Omicron","Adults",-1.62455155024415
36103455,"S. Collie",2022,2,"A","2*BNT162b2",237,1886,1931,5896,61.3,54.7,66.9,"Severe",59.5,"2*mRNA","Omicron","Adults",-0.949330585952355
36103455,"S. Collie",2022,3,"A","2*BNT162b2",758,5106,1931,5896,56.3,51.6,60.5,"Severe",119.5,"2*mRNA","Omicron","Adults",-0.827822083886547
36103455,"S. Collie",2022,4,"A","2*BNT162b2",771,4503,1931,5896,45.6,39.3,51.3,"Severe",179.5,"2*mRNA","Omicron","Adults",-0.608806032126194
36103455,"S. Collie",2022,6,"B","2*BNT162b2",28,146,1931,5896,47.4,19.9,65.5,"Severe",119.5,"2*mRNA","Omicron","Adults",-0.642454066244427
36103455,"S. Collie",2022,7,"B","2*BNT162b2",112,429,1931,5896,26.3,7.1,41.6,"Severe",179.5,"2*mRNA","Omicron","Adults",-0.3051673867928
35438175,"D. M. Skowronski",2022,351,"A","2*mRNA",420,23622,24790,77553,94,93,94,"Mild infection",20.5,"2*mRNA","Delta","Adults",-2.81341071676004
35438175,"D. M. Skowronski",2022,352,"A","2*mRNA",1715,59787,24790,77553,92,92,93,"Mild infection",41.5,"2*mRNA","Delta","Adults",-2.52572864430826
35438175,"D. M. Skowronski",2022,353,"A","2*mRNA",2865,76792,24790,77553,91,91,91,"Mild infection",69.5,"2*mRNA","Delta","Adults",-2.40794560865187
35438175,"D. M. Skowronski",2022,354,"A","2*mRNA",3437,77978,24790,77553,89,88,89,"Mild infection",97.5,"2*mRNA","Delta","Adults",-2.20727491318972
35438175,"D. M. Skowronski",2022,355,"A","2*mRNA",3144,59908,24790,77553,85,85,86,"Mild infection",125.5,"2*mRNA","Delta","Adults",-1.89711998488588
35438175,"D. M. Skowronski",2022,356,"A","2*mRNA",1433,25367,24790,77553,83,82,84,"Mild infection",153.5,"2*mRNA","Delta","Adults",-1.77195684193187
35438175,"D. M. Skowronski",2022,361,"B","2*mRNA",275,54695,12691,148143,93,92,93,"Mild infection",20.5,"2*mRNA","Delta","Adults",-2.65926003693278
35438175,"D. M. Skowronski",2022,362,"B","2*mRNA",1218,128863,12691,148143,91,91,92,"Mild infection",41.5,"2*mRNA","Delta","Adults",-2.40794560865187
35438175,"D. M. Skowronski",2022,363,"B","2*mRNA",2436,156041,12691,148143,90,89,90,"Mild infection",69.5,"2*mRNA","Delta","Adults",-2.30258509299405
35438175,"D. M. Skowronski",2022,364,"B","2*mRNA",2958,161501,12691,148143,87,86,87,"Mild infection",97.5,"2*mRNA","Delta","Adults",-2.04022082852655
35438175,"D. M. Skowronski",2022,365,"B","2*mRNA",3090,134272,12691,148143,83,82,84,"Mild infection",125.5,"2*mRNA","Delta","Adults",-1.77195684193187
35438175,"D. M. Skowronski",2022,366,"B","2*mRNA",1571,63484,12691,148143,82,81,83,"Mild infection",153.5,"2*mRNA","Delta","Adults",-1.71479842809193
35438175,"D. M. Skowronski",2022,371,"A0","2*mRNA",10,23622,2402,77553,98,96,99,"Severe",20.5,"2*mRNA","Delta","Adults",-3.91202300542815
35438175,"D. M. Skowronski",2022,372,"A0","2*mRNA",38,59787,2402,77553,98,97,99,"Severe",41.5,"2*mRNA","Delta","Adults",-3.91202300542815
35438175,"D. M. Skowronski",2022,373,"A0","2*mRNA",82,76792,2402,77553,98,97,98,"Severe",69.5,"2*mRNA","Delta","Adults",-3.91202300542815
35438175,"D. M. Skowronski",2022,374,"A0","2*mRNA",111,77978,2402,77553,98,97,98,"Severe",97.5,"2*mRNA","Delta","Adults",-3.91202300542815
35438175,"D. M. Skowronski",2022,375,"A0","2*mRNA",105,59908,2402,77553,98,97,98,"Severe",125.5,"2*mRNA","Delta","Adults",-3.91202300542815
35438175,"D. M. Skowronski",2022,376,"A0","2*mRNA",78,25367,2402,77553,96,95,97,"Severe",153.5,"2*mRNA","Delta","Adults",-3.2188758248682
35438175,"D. M. Skowronski",2022,379,"B0","2*mRNA",11,29345,869,88449,95,91,97,"Severe",20.5,"2*mRNA","Delta","Adults",-2.99573227355399
35438175,"D. M. Skowronski",2022,380,"B0","2*mRNA",25,102353,869,88449,98,97,98,"Severe",41.5,"2*mRNA","Delta","Adults",-3.91202300542815
35438175,"D. M. Skowronski",2022,381,"B0","2*mRNA",46,149008,869,88449,98,98,99,"Severe",69.5,"2*mRNA","Delta","Adults",-3.91202300542815
35438175,"D. M. Skowronski",2022,382,"B0","2*mRNA",83,159700,869,88449,97,96,98,"Severe",97.5,"2*mRNA","Delta","Adults",-3.50655789731998
35438175,"D. M. Skowronski",2022,383,"B0","2*mRNA",77,133931,869,88449,96,95,97,"Severe",125.5,"2*mRNA","Delta","Adults",-3.2188758248682
35438175,"D. M. Skowronski",2022,384,"B0","2*mRNA",42,63346,869,88449,96,94,97,"Severe",153.5,"2*mRNA","Delta","Adults",-3.2188758248682
35438175,"D. M. Skowronski",2022,387,"C","2*CHAdOx1",8,428,24790,77553,70,39,86,"Mild infection",20.5,"Primary series viral vector","Delta","Adults",-1.20397280432594
35438175,"D. M. Skowronski",2022,388,"C","2*CHAdOx1",77,1178,24790,77553,75,68,80,"Mild infection",41.5,"Primary series viral vector","Delta","Adults",-1.38629436111989
35438175,"D. M. Skowronski",2022,389,"C","2*CHAdOx1",245,2281,24790,77553,76,72,79,"Mild infection",69.5,"Primary series viral vector","Delta","Adults",-1.42711635564015
